player_id,dorsal,Player,position,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR
3980,1,Sergio Goycochea,GK,Argentina,0,0,0,0,,0,0
3981,12,Luis Islas,GK,Argentina,4,4,360,0,,0,0
3982,22,Norberto Scoponi,GK,Argentina,0,0,0,0,,0,0
3983,2,Sergio Vázquez,DF,Argentina,0,0,0,0,,0,0
2700,3,José Chamot,DF,Argentina,4,4,360,0,,1,0
3474,4,Roberto Sensini,DF,Argentina,3,3,236,0,,0,0
3984,6,Oscar Ruggeri,DF,Argentina,4,4,360,0,,2,0
3985,13,Fernando Cáceres,DF,Argentina,4,4,360,0,,2,0
3986,15,Jorge Borelli,DF,Argentina,0,0,0,0,,0,0
3987,16,Hernán Díaz,DF,Argentina,2,1,95,0,,0,0
3988,5,Fernando Redondo,MF,Argentina,4,4,360,0,,1,0
3989,8,José Basualdo,MF,Argentina,1,1,90,0,,0,0
3990,10,Diego Maradona ,MF,Argentina,2,2,172,1,,0,0
2961,14,Diego Simeone,MF,Argentina,4,4,360,0,,0,0
2960,17,Ariel Ortega,MF,Argentina,3,1,163,0,,0,0
3991,18,Hugo Pérez,MF,Argentina,0,0,0,0,,0,0
3992,20,Leonardo Rodríguez,MF,Argentina,1,1,66,0,,1,0
3993,21,Alejandro Mancuso,MF,Argentina,2,0,32,0,,0,0
2968,7,Claudio Caniggia,FW,Argentina,3,3,205,2,,1,0
2967,9,Gabriel Batistuta,FW,Argentina,4,4,360,4,,1,0
3994,11,Ramón Medina Bello,FW,Argentina,2,0,53,0,,0,0
3479,19,Abel Balbo,FW,Argentina,4,4,328,1,,0,0
3995,1,Michel Preud'homme,GK,Belgium,4,4,360,0,,0,0
3503,12,Filip De Wilde,GK,Belgium,0,0,0,0,,0,0
3505,20,Dany Verlinden,GK,Belgium,0,0,0,0,,0,0
3996,2,Dirk Medved,DF,Belgium,2,1,103,0,,0,0
3509,3,Vital Borkelmans,DF,Belgium,2,1,66,0,,1,0
3997,4,Philippe Albert,DF,Belgium,3,3,270,2,,1,0
3998,5,Rudi Smidts,DF,Belgium,4,3,274,0,,1,0
3999,13,Georges Grün ,DF,Belgium,3,3,270,1,,1,0
4000,14,Michel De Wolf,DF,Belgium,4,4,360,0,,0,0
2974,19,Eric Van Meir,DF,Belgium,0,0,0,0,,0,0
4001,22,Pascal Renier,DF,Belgium,0,0,0,0,,0,0
3507,6,Lorenzo Staelens,MF,Belgium,4,4,360,0,,0,0
3511,7,Franky Van der Elst,MF,Belgium,4,4,360,0,,0,0
3512,10,Enzo Scifo,MF,Belgium,4,4,360,0,,1,0
4002,15,Marc Emmers,MF,Belgium,3,2,204,0,,0,0
2985,16,Danny Boffin,MF,Belgium,3,2,200,0,,0,0
2986,18,Marc Wilmots,MF,Belgium,1,1,52,0,,0,0
4003,21,Stephan Van der Heyden,MF,Belgium,0,0,0,0,,0,0
3515,8,Luc Nilis,FW,Belgium,3,2,196,0,,0,0
4004,9,Marc Degryse,FW,Belgium,3,3,202,1,,0,0
