player_id,dorsal,Player,position,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR
1,23,Emiliano Martinez,GK,Argentina,7,7,690,0,0,1,0
2,1,Franco Armani,GK,Argentina,0,0,0,0,0,0,0
3,12,Geronimo Rulli,GK,Argentina,0,0,0,0,0,0,0
4,19,Nicolas Otamendi,DF,Argentina,7,7,690,0,1,2,0
5,8,Marcos Acuna,DF,Argentina,6,4,373,0,0,3,0
6,3,Nicolas Tagliafico,DF,Argentina,6,3,373,0,0,0,0
7,6,German Pezzella,DF,Argentina,3,0,60,0,0,1,0
8,26,Nahuel Molina,DF,Argentina,7,6,567,1,1,0,0
9,4,Gonzalo Montiel,DF,Argentina,4,1,118,0,0,3,0
10,2,Juan Foyth,DF,Argentina,1,0,5,0,0,0,0
11,13,Cristian Romero,DF,Argentina,7,6,547,0,0,2,0
12,25,Lisandro Martinez,DF,Argentina,5,2,303,0,0,1,0
13,5,Leandro Paredes,MF,Argentina,5,2,225,0,0,2,0
14,7,Rodrigo De Paul,MF,Argentina,7,7,599,0,0,0,0
15,18,Guido Rodriguez,MF,Argentina,1,1,56,0,0,0,0
16,14,Exequiel Palacios,MF,Argentina,3,0,50,0,0,0,0
17,20,Alexis Mac Allister,MF,Argentina,6,6,550,1,1,0,0
18,24,Enzo Fernandez,MF,Argentina,7,5,564,1,1,1,0
19,17,Alejandro Gomez,MF,Argentina,2,2,107,0,0,0,0
20,10,Lionel Messi ??,FW,Argentina,7,7,690,7,3,1,0
21,22,Lautaro Martinez,FW,Argentina,6,2,241,0,0,0,0
22,21,Paulo Dybala,FW,Argentina,2,0,18,0,0,0,0
23,16,Thiago Almada,FW,Argentina,1,0,7,0,0,0,0
24,9,Julian Alvarez,FW,Argentina,7,5,464,4,0,0,0
25,11,Angel Di Maria,FW,Argentina,5,4,288,1,1,0,0
26,15,Angel Correa,FW,Argentina,1,0,5,0,0,0,0
27,1,Mat Ryan,GK,Australia,4,4,360,0,0,0,0
28,18,Danny Vukovic,GK,Australia,0,0,0,0,0,0,0
29,12,Andrew Redmayne,GK,Australia,0,0,0,0,0,0,0
30,16,Aziz Behic,DF,Australia,4,4,360,0,0,1,0
31,2,Milos Degenek,DF,Australia,4,2,183,0,0,2,0
32,8,Bailey Wright,DF,Australia,1,0,17,0,0,0,0
33,5,Fran Karacic,DF,Australia,2,1,93,0,0,0,0
34,19,Harry Souttar,DF,Australia,4,4,360,0,0,0,0
35,3,Nathaniel Atkinson,DF,Australia,1,1,84,0,0,0,0
36,24,Joel King,DF,Australia,0,0,0,0,0,0,0
37,4,Kye Rowles,DF,Australia,4,4,360,0,0,0,0
38,20,Thomas Deng,DF,Australia,0,0,0,0,0,0,0
39,13,Aaron Mooy,MF,Australia,4,4,360,0,0,1,0
40,22,Jackson Irvine,MF,Australia,4,4,354,0,0,2,0
41,10,Ajdin Hrustic,MF,Australia,3,0,62,0,0,0,0
42,14,Riley McGree,MF,Australia,4,4,265,0,1,0,0
43,26,Keanu Baccus,MF,Australia,4,1,114,0,0,0,0
44,17,Cameron Devlin,MF,Australia,0,0,0,0,0,0,0
45,7,Mathew Leckie,FW,Australia,4,4,333,1,1,0,0
46,11,Awer Mabil,FW,Australia,2,0,24,0,0,0,0
47,9,Jamie Maclaren,FW,Australia,3,0,55,0,0,0,0
48,15,Mitchell Duke,FW,Australia,4,4,270,1,0,1,0
49,6,Marco Tilio,FW,Australia,0,0,0,0,0,0,0
50,23,Craig Goodwin,FW,Australia,4,3,234,1,1,0,0
51,25,Jason Cummings,FW,Australia,1,0,35,0,0,0,0
52,21,Garang Kuol,FW,Australia,2,0,37,0,0,0,0
53,1,Thibaut Courtois,GK,Belgium,3,3,270,0,0,0,0
54,12,Simon Mignolet,GK,Belgium,0,0,0,0,0,0,0
55,13,Koen Casteels,GK,Belgium,0,0,0,0,0,0,0
56,2,Toby Alderweireld,DF,Belgium,3,3,270,0,1,0,0
57,3,Arthur Theate,DF,Belgium,0,0,0,0,0,0,0
58,26,Zeno Debast,DF,Belgium,0,0,0,0,0,0,0
59,5,Jan Vertonghen,DF,Belgium,3,3,270,0,0,0,0
60,4,Wout Faes,DF,Belgium,0,0,0,0,0,0,0
61,21,Timothy Castagne,DF,Belgium,3,3,270,0,0,0,0
62,15,Thomas Meunier,DF,Belgium,3,2,211,0,0,1,0
63,16,Thorgan Hazard,MF,Belgium,2,1,106,0,0,0,0
64,7,Kevin De Bruyne,MF,Belgium,3,3,270,0,0,0,0
65,11,Yannick Carrasco,MF,Belgium,2,2,116,0,0,1,0
66,19,Leander Dendoncker,MF,Belgium,2,2,161,0,0,1,0
67,8,Youri Tielemans,MF,Belgium,3,1,95,0,0,0,0
68,20,Hans Vanaken,MF,Belgium,0,0,0,0,0,0,0
69,6,Axel Witsel,MF,Belgium,3,3,270,0,0,0,0
70,22,Charles De Ketelaere,MF,Belgium,1,0,16,0,0,0,0
71,18,Amadou Onana,MF,Belgium,2,1,104,0,0,2,0
72,25,Jeremy Doku,FW,Belgium,1,0,19,0,0,0,0
73,10,Eden Hazard,FW,Belgium,3,2,124,0,0,0,0
74,14,Dries Mertens,FW,Belgium,2,1,76,0,0,0,0
75,17,Leandro Trossard,FW,Belgium,3,1,103,0,0,0,0
76,23,Michy Batshuayi,FW,Belgium,2,2,151,1,0,0,0
77,24,Lois Openda,FW,Belgium,1,0,13,0,0,0,0
78,9,Romelu Lukaku,FW,Belgium,2,0,55,0,0,0,0
79,1,Alisson,GK,Brazil,4,4,379,0,0,0,0
80,23,Ederson,GK,Brazil,1,1,90,0,0,0,0
81,12,Weverton,GK,Brazil,1,0,11,0,0,0,0
82,13,Dani Alves,DF,Brazil,2,1,118,0,0,0,0
83,3,Thiago Silva,DF,Brazil,4,4,390,0,1,0,0
84,4,Marquinhos,DF,Brazil,5,4,426,0,0,1,0
85,2,Danilo,DF,Brazil,3,3,281,0,0,1,0
86,6,Alex Sandro,DF,Brazil,3,2,190,0,0,0,0
87,14,Eder Militao,DF,Brazil,4,4,347,0,0,1,0
88,16,Alex Telles,DF,Brazil,2,1,59,0,0,0,0
89,24,Bremer,DF,Brazil,2,1,109,0,0,0,0
90,5,Casemiro,MF,Brazil,4,4,390,1,0,1,0
91,7,Lucas Paqueta,MF,Brazil,4,4,314,1,1,0,0
92,15,Fabinho,MF,Brazil,1,1,90,0,0,0,0
93,8,Fred,MF,Brazil,4,2,142,0,0,1,0
94,22,Everton Ribeiro,MF,Brazil,1,0,36,0,0,0,0
95,17,Bruno Guimaraes,MF,Brazil,2,0,69,0,0,1,0
96,10,Neymar,FW,Brazil,3,3,279,2,0,0,0
97,18,Gabriel Jesus,FW,Brazil,3,1,93,0,0,0,0
98,9,Richarlison,FW,Brazil,4,4,323,3,0,0,0
99,20,Vinicius Jr,FW,Brazil,4,4,299,1,2,0,0
100,19,Antony,FW,Brazil,4,1,172,0,0,0,0
101,11,Raphinha,FW,Brazil,5,4,315,0,1,0,0
102,21,Rodrygo,FW,Brazil,5,1,181,0,1,0,0
103,26,Gabriel Matinelli,FW,Brazil,3,1,113,0,0,0,0
104,25,Pedro,FW,Brazil,2,0,64,0,0,0,0
105,23,Andre Onana,GK,Cameroon,1,1,90,0,0,0,0
106,16,Davis Epassy,GK,Cameroon,2,2,180,0,0,0,0
107,1,Simon Ngapandouetnbu,GK,Cameroon,0,0,0,0,0,0,0
108,24,Enzo Ebosse,DF,Cameroon,1,1,90,0,0,0,0
109,19,Collins Fai,DF,Cameroon,3,3,270,0,0,2,0
110,17,Olivier Mbaizo,DF,Cameroon,0,0,0,0,0,0,0
111,21,Jean Charles Castelletto,DF,Cameroon,2,2,180,1,1,0,0
112,25,Nouhou Tolo,DF,Cameroon,3,3,270,0,0,1,0
113,4,Christopher Wooh,DF,Cameroon,1,1,90,0,0,0,0
114,3,Nicolas Nkolou,DF,Cameroon,2,2,180,0,1,1,0
115,22,Olivier Ntcham,MF,Cameroon,1,0,25,0,0,0,0
116,5,Gael Ondoua,MF,Cameroon,2,0,47,0,0,0,0
117,15,Pierre Kunde,MF,Cameroon,2,2,131,0,0,1,0
118,14,Samuel Gouet,MF,Cameroon,2,1,100,0,0,0,0
119,8,Andre-Frank Zambo Anguissa,MF,Cameroon,3,3,260,0,1,0,0
120,2,Jerome Ngom,MF,Cameroon,1,0,5,0,0,0,0
121,18,Martin Hongla,MF,Cameroon,2,2,121,0,0,0,0
122,6,Moumi Ngamaleu,FW,Cameroon,2,1,95,0,0,0,0
123,11,Christian Bassogog,FW,Cameroon,1,0,24,0,0,1,0
124,20,Bryan Mbeumo,FW,Cameroon,3,3,233,0,0,0,0
125,7,Georges-Kevin Nkoudou,FW,Cameroon,2,0,27,0,0,0,0
126,9,Jean-Pierre Nsame,FW,Cameroon,0,0,0,0,0,0,0
127,10,Vincent Aboubakar,FW,Cameroon,3,1,142,2,1,2,1
128,12,Karl Toko Ekambi,FW,Cameroon,3,2,166,0,0,0,0
