team_id,team_name,group,coach
1,Uruguay,1,Ondino Viera
2,England,1,Alf Ramsey
3,France,1,Henri Guerin
4,Mexico,1,Ignacio Trellez
5,Argentina,2,Juan Carlos Lorenzo
6,West Germany,2,Helmut Schon
7,Spain,2,Jose Villalonga
8,Switzerland,2,Alfredo Foni
9,Brazil,3,Vicente Feola
10,Hungary,3,Lajos Baroti
11,Portugal,3,Otto Gloria
12,Bulgaria,3,Rudolf Vytlacil
13,Chile,4,Luis Alamos
14,Soviet Union,4,Nikolai Morozov
15,Italy,4,Edmondo Fabbri
16,North Korea,4,Myung Rye-hyun
