player_id,dorsal,Player,position,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR
832,1,Nahuel Guzmán,GK,Argentina,0,0,0,0,0,0,0
2,12,Franco Armani,GK,Argentina,2,2,180,0,0,0,0
833,23,Willy Caballero,GK,Argentina,2,2,180,0,0,0,0
834,2,Gabriel Mercado,DF,Argentina,3,3,270,1,1,1,0
6,3,Nicolás Tagliafico,DF,Argentina,4,4,349,0,0,1,0
835,4,Cristian Ansaldi,DF,Argentina,0,0,0,0,0,0,0
836,6,Federico Fazio,DF,Argentina,1,0,45,0,0,0,0
5,8,Marcos Acuña,DF,Argentina,1,1,90,0,0,1,0
837,14,Javier Mascherano,DF,Argentina,4,4,360,0,0,2,0
838,16,Marcos Rojo,DF,Argentina,3,3,225,1,1,1,0
4,17,Nicolás Otamendi,DF,Argentina,4,4,360,0,0,2,0
839,5,Lucas Biglia,MF,Argentina,1,1,53,0,0,0,0
840,7,Éver Banega,MF,Argentina,3,2,217,0,2,2,0
25,11,Ángel Di María,MF,Argentina,3,3,235,1,0,0,0
841,13,Maximiliano Meza,MF,Argentina,4,2,208,0,0,0,0
842,15,Enzo Pérez,MF,Argentina,3,3,192,0,0,0,0
843,20,Giovani Lo Celso,MF,Argentina,0,0,0,0,0,0,0
844,22,Cristian Pavón,MF,Argentina,4,1,155,0,0,0,0
845,9,Gonzalo Higuaín,FW,Argentina,3,1,134,0,0,0,0
20,10,Lionel Messi ,FW,Argentina,4,4,360,1,2,1,0
846,18,Eduardo Salvio,FW,Argentina,2,2,145,0,0,0,0
847,19,Sergio Agüero,FW,Argentina,4,2,179,2,0,0,0
22,21,Paulo Dybala,FW,Argentina,1,0,23,0,0,0,0
27,1,Mat Ryan,GK,Australia,3,3,270,0,0,0,0
848,12,Brad Jones,GK,Australia,0,0,0,0,0,0,0
28,18,Danny Vukovic,GK,Australia,0,0,0,0,0,0,0
31,2,Miloš Degenek,DF,Australia,0,0,0,0,0,0,0
849,3,James Meredith,DF,Australia,0,0,0,0,0,0,0
850,5,Mark Milligan,DF,Australia,3,3,270,0,0,1,0
851,6,Matthew Jurman,DF,Australia,0,0,0,0,0,0,0
852,16,Aziz Behich,DF,Australia,3,3,270,0,0,1,0
853,19,Josh Risdon,DF,Australia,3,3,270,0,0,1,0
854,20,Trent Sainsbury,DF,Australia,3,3,270,0,0,0,0
855,8,Massimo Luongo,MF,Australia,0,0,0,0,0,0,0
39,13,Aaron Mooy,MF,Australia,3,3,270,0,0,0,0
856,15,Mile Jedinak ,MF,Australia,3,3,270,2,0,1,0
40,22,Jackson Irvine,MF,Australia,3,0,47,0,0,0,0
857,23,Tom Rogic,MF,Australia,3,3,223,0,0,1,0
858,4,Tim Cahill,FW,Australia,1,0,38,0,0,0,0
45,7,Mathew Leckie,FW,Australia,3,3,270,0,0,1,0
859,9,Tomi Juric,FW,Australia,3,1,95,0,0,0,0
860,10,Robbie Kruse,FW,Australia,3,3,207,0,0,0,0
861,11,Andrew Nabbout,FW,Australia,2,2,137,0,0,0,0
47,14,Jamie Maclaren,FW,Australia,0,0,0,0,0,0,0
862,17,Daniel Arzani,FW,Australia,3,0,63,0,0,1,0
863,21,Dimitri Petratos,FW,Australia,0,0,0,0,0,0,0
53,1,Thibaut Courtois,GK,Belgium,7,7,630,0,0,0,0
54,12,Simon Mignolet,GK,Belgium,0,0,0,0,0,0,0
55,13,Koen Casteels,GK,Belgium,0,0,0,0,0,0,0
56,2,Toby Alderweireld,DF,Belgium,6,6,540,0,1,2,0
864,3,Thomas Vermaelen,DF,Belgium,3,1,133,0,0,0,0
865,4,Vincent Kompany,DF,Belgium,5,4,377,0,0,0,0
59,5,Jan Vertonghen,DF,Belgium,6,6,540,1,0,2,0
62,15,Thomas Meunier,DF,Belgium,5,5,450,1,2,2,0
866,20,Dedryck Boyata,DF,Belgium,3,3,270,0,0,0,0
66,23,Leander Dendoncker,DF,Belgium,1,1,90,0,0,1,0
69,6,Axel Witsel,MF,Belgium,6,6,539,0,0,1,0
