stadium_id,stadium_name,city,capacity
1,Ullevi Stadium,Gothenburg,53500
2,Rasunda Stadium,Solna,52400
3,Malmo Stadion,Malmo,30000
4,Olympiastadion,Helsingborg,27000
5,Tunavallen,Eskilstuna,22000
6,Idrottsparken,Norrkoping,20000
7,Jernvallen,Sandviken,20000
8,Rimnersvallen,Uddevalla,17778
9,Ryavallen,Boras,15000
10,Orjans Vall,Halmstad,15000
11,Eyravallen,Orebro,13000
12,Arosvallen,Vasteras,10000
