player_id,dorsal,Player,position,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR
1910,1,Mark Schwarzer,GK,Australia,3,3,270,0,,0,0
2441,12,Ante Covic,GK,Australia,0,0,0,0,,0,0
2442,18,Zeljko Kalac,GK,Australia,1,1,90,0,,0,0
1912,2,Lucas Neill,DF,Australia,4,4,360,0,,0,0
1913,3,Craig Moore,DF,Australia,4,4,308,1,,1,0
2443,6,Tony Popovic,DF,Australia,1,1,40,0,,0,0
1919,7,Brett Emerton,DF,Australia,3,3,266,0,,3,1
2444,11,Stan Lazaridis,DF,Australia,0,0,0,0,,0,0
1914,16,Michael Beauchamp,DF,Australia,0,0,0,0,,0,0
1915,20,Luke Wilkshire,DF,Australia,2,2,164,0,,1,0
850,22,Mark Milligan,DF,Australia,0,0,0,0,,0,0
858,4,Tim Cahill,MF,Australia,4,3,273,2,,2,0
1918,5,Jason Culina,MF,Australia,4,4,360,0,,1,0
2445,8,Josip Skoko,MF,Australia,0,0,0,0,,0,0
1920,13,Vince Grella,MF,Australia,4,4,332,0,,2,0
1916,14,Scott Chipperfield,MF,Australia,4,4,344,0,,0,0
2446,21,Mile Sterjovski,MF,Australia,3,3,240,0,,0,0
1394,23,Mark Bresciano,MF,Australia,4,2,212,0,,0,0
2447,9,Mark Viduka ,FW,Australia,4,4,360,0,,0,0
1925,10,Harry Kewell,FW,Australia,3,2,215,1,,0,0
2448,15,John Aloisi,FW,Australia,4,0,76,1,,1,0
2449,17,Archie Thompson,FW,Australia,0,0,0,0,,0,0
1924,19,Joshua Kennedy,FW,Australia,2,0,46,0,,0,0
2450,1,Dida,GK,Brazil,5,5,441,0,,0,0
2451,12,Rogerio Ceni,GK,Brazil,1,0,9,0,,0,0
1428,22,Julio Cesar,GK,Brazil,0,0,0,0,,0,0
2452,2,Cafu ,DF,Brazil,4,4,345,0,,2,0
2453,3,Lucio,DF,Brazil,5,5,450,0,,1,0
1931,4,Juan,DF,Brazil,5,5,450,0,,2,0
2454,6,Roberto Carlos,DF,Brazil,4,4,360,0,,0,0
2455,13,Cicinho,DF,Brazil,2,1,105,0,,0,0
1933,14,Luisao,DF,Brazil,0,0,0,0,,0,0
2456,15,Cris,DF,Brazil,0,0,0,0,,0,0
1934,16,Gilberto,DF,Brazil,1,1,90,1,,1,0
2457,5,Emerson,MF,Brazil,3,3,206,0,,1,0
1938,8,Kaká,MF,Brazil,5,5,410,1,,0,0
2458,10,Ronaldinho,MF,Brazil,5,5,430,0,,0,0
2459,11,Ze Roberto,MF,Brazil,5,4,380,1,,0,0
1937,17,Gilberto Silva,MF,Brazil,4,2,244,0,,0,0
2460,18,Mineiro,MF,Brazil,0,0,0,0,,0,0
2461,19,Juninho Pernambucano,MF,Brazil,3,2,182,1,,0,0
2462,20,Ricardinho,MF,Brazil,2,0,28,0,,0,0
2463,7,Adriano,FW,Brazil,4,3,265,2,,1,0
2464,9,Ronaldo,FW,Brazil,5,5,409,3,,2,0
93,21,Fred,FW,Brazil,1,0,3,1,,0,0
1943,23,Robinho,FW,Brazil,4,1,143,0,,1,0
2465,1,Álvaro Mesén,GK,Costa Rica,0,0,0,0,,0,0
2466,18,José Francisco Porras,GK,Costa Rica,3,3,270,0,,0,0
2467,23,Wardy Alfaro,GK,Costa Rica,0,0,0,0,,0,0
2468,2,Jervis Drummond,DF,Costa Rica,2,1,94,0,,0,0
2469,3,Luis Marin Murillo ,DF,Costa Rica,3,3,270,0,,2,0
1501,4,Michael Umaña,DF,Costa Rica,3,3,270,0,,1,0
2470,5,Gilberto Martínez,DF,Costa Rica,1,1,65,0,,0,0
2471,8,Mauricio Solís,DF,Costa Rica,3,3,257,0,,1,0
2472,12,Leonardo González,DF,Costa Rica,3,3,235,0,,1,0
2473,15,Harold Wallace,DF,Costa Rica,2,1,111,0,,0,0
2474,17,Gabriel Badilla,DF,Costa Rica,1,1,90,0,,1,0
2475,22,Michael Rodríguez,DF,Costa Rica,0,0,0,0,,0,0
2476,6,Danny Fonseca,MF,Costa Rica,2,2,118,0,,1,0
915,7,Christian Bolaños,MF,Costa Rica,2,1,90,0,,0,0
2477,10,Walter Centeno,MF,Costa Rica,3,3,263,0,,0,0
918,14,Randall Azofeifa,MF,Costa Rica,1,0,1,0,,0,0
2478,16,Carlos Hernández,MF,Costa Rica,2,0,44,0,,0,0
2479,20,Douglas Sequeira,MF,Costa Rica,2,2,180,0,,0,0
2480,9,Paulo Wanchope,FW,Costa Rica,3,3,270,2,,0,0
2481,11,Rónald Gómez,FW,Costa Rica,3,3,260,1,,1,0
2482,13,Kurt Bernard,FW,Costa Rica,1,0,7,0,,0,0
2483,19,Álvaro Saborío,FW,Costa Rica,2,0,75,0,,0,0
2484,21,Víctor Núñez,FW,Costa Rica,0,0,0,0,,0,0
1511,1,Stipe Pletikosa,GK,Croatia,3,3,270,0,,1,0
2485,12,Joey Didulica,GK,Croatia,0,0,0,0,,0,0
2486,23,Tomislav Butina,GK,Croatia,0,0,0,0,,0,0
2487,3,Josip Simunic,DF,Croatia,3,3,269,0,,2,1
2488,4,Robert Kovac,DF,Croatia,2,2,180,0,,2,0
2489,5,Igor Tudor,DF,Croatia,3,3,249,0,,2,0
2490,7,Dario Simic,DF,Croatia,3,3,264,0,,2,1
2491,8,Marko Babic,DF,Croatia,3,3,270,0,,0,0
2492,11,Mario Tokic,DF,Croatia,0,0,0,0,,0,0
2493,13,Stjepan Tomas,DF,Croatia,1,1,82,0,,0,0
2494,20,Anthony Seric,DF,Croatia,0,0,0,0,,0,0
1514,2,Darijo Srna,MF,Croatia,3,3,266,1,,1,0
2495,6,Jurica Vranjes,MF,Croatia,0,0,0,0,,0,0
2496,10,Niko Kovac ,MF,Croatia,3,3,220,1,,1,0
195,14,Luka Modric,MF,Croatia,2,0,30,0,,0,0
2497,15,Ivan Leko,MF,Croatia,0,0,0,0,,0,0
2498,16,Jerko Leko,MF,Croatia,2,0,76,0,,0,0
2499,19,Niko Kranjcar,MF,Croatia,3,3,231,0,,0,0
2500,9,Dado Prso,FW,Croatia,3,3,270,0,,0,0
2501,17,Ivan Klasnic,FW,Croatia,3,2,153,0,,0,0
1519,18,Ivica Olic,FW,Croatia,3,1,129,0,,0,0
2502,21,Bosko Balaban,FW,Croatia,0,0,0,0,,0,0
2503,22,Ivan Bosnjak,FW,Croatia,1,0,4,0,,0,0
2504,1,Petr Cech,GK,Czech Republic,3,3,270,0,,0,0
2505,16,Jaromír Blazek,GK,Czech Republic,0,0,0,0,,0,0
2506,23,Antonín Kinsky,GK,Czech Republic,0,0,0,0,,0,0
2507,2,Zdenek Grygera,DF,Czech Republic,3,3,270,0,,1,0
2508,3,Pavel Mares,DF,Czech Republic,0,0,0,0,,0,0
2509,5,Radoslav Kovac,DF,Czech Republic,1,1,77,0,,0,0
2510,6,Marek Jankulovski,DF,Czech Republic,3,3,270,0,,0,0
2511,13,Martin Jiranek,DF,Czech Republic,0,0,0,0,,0,0
2512,21,Tomás Ujfalusi,DF,Czech Republic,2,2,154,0,,0,1
2513,22,David Rozehnal,DF,Czech Republic,3,3,270,0,,1,0
2514,4,Tomás Galásek ,MF,Czech Republic,2,2,135,0,,0,0
2515,7,Libor Sionko,MF,Czech Republic,1,0,23,0,,0,0
2516,8,Karel Poborsky,MF,Czech Republic,3,3,181,0,,0,0
2517,10,Tomás Rosicky,MF,Czech Republic,3,3,265,2,,1,0
2518,11,Pavel Nedved,MF,Czech Republic,3,3,270,0,,0,0
2519,14,David Jarolím,MF,Czech Republic,1,0,27,0,,0,0
2520,19,Jan Polák,MF,Czech Republic,3,1,98,0,,2,1
2521,20,Jaroslav Plasil,MF,Czech Republic,3,3,247,0,,0,0
2522,9,Jan Koller,FW,Czech Republic,1,1,44,1,,0,0
2523,12,Vratislav Lokvenc,FW,Czech Republic,2,1,136,0,,2,0
2524,15,Milan Baros,FW,Czech Republic,1,1,63,0,,0,0
2525,17,Jiri Stajner,FW,Czech Republic,3,0,85,0,,0,0
2526,18,Marek Heinz,FW,Czech Republic,1,0,13,0,,0,0
2527,1,Edwin Villafuerte,GK,Ecuador,0,0,0,0,,0,0
2528,12,Cristian Mora,GK,Ecuador,4,4,360,0,,1,0
2529,22,Damián Lanza,GK,Ecuador,0,0,0,0,,0,0
1524,2,Jorge Guagua,DF,Ecuador,3,1,134,0,,0,0
2530,3,Iván Hurtado ,DF,Ecuador,3,3,248,0,,1,0
2531,4,Ulises de la Cruz,DF,Ecuador,4,4,360,0,,2,0
2532,5,José Luis Perlaza,DF,Ecuador,0,0,0,0,,0,0
2533,13,Paúl Ambrosi,DF,Ecuador,1,1,90,0,,0,0
2534,17,Giovanny Espinoza,DF,Ecuador,4,4,338,0,,0,0
2535,18,Néicer Reasco,DF,Ecuador,3,3,270,0,,0,0
2536,6,Patricio Urrutia,MF,Ecuador,3,0,49,0,,0,0
2537,7,Christian Lara,MF,Ecuador,2,0,50,0,,0,0
2538,8,Edison Méndez,MF,Ecuador,4,4,360,0,,1,0
2539,14,Segundo Castillo,MF,Ecuador,3,3,270,0,,1,0
2540,15,Marlon Ayoví,MF,Ecuador,1,1,67,0,,0,0
1537,16,Antonio Valencia,MF,Ecuador,4,4,314,0,,2,0
1538,19,Luis Saritama,MF,Ecuador,0,0,0,0,,0,0
2541,20,Edwin Tenorio,MF,Ecuador,4,4,338,0,,0,0
2542,9,Félix Borja,FW,Ecuador,1,1,45,0,,0,0
2543,10,Iván Kaviedes,FW,Ecuador,4,1,180,1,,0,0
2544,11,Agustín Delgado,FW,Ecuador,3,3,262,2,,0,0
2545,21,Carlos Tenorio,FW,Ecuador,3,3,180,2,,1,0
2546,23,Christian Benítez,FW,Ecuador,1,0,45,0,,0,0
2547,1,Paul Robinson,GK,England,5,5,480,0,,1,0
1989,13,David James,GK,England,0,0,0,0,,0,0
2548,22,Scott Carson,GK,England,0,0,0,0,,0,0
2549,2,Gary Neville,DF,England,2,2,210,0,,0,0
1991,3,Ashley Cole,DF,England,5,5,480,0,,0,0
2550,5,Rio Ferdinand,DF,England,5,5,445,0,,0,0
1993,6,John Terry,DF,England,5,5,480,0,,2,0
2551,12,Sol Campbell,DF,England,1,0,35,0,,0,0
2552,14,Wayne Bridge,DF,England,0,0,0,0,,0,0
1996,15,Jamie Carragher,DF,England,4,2,163,0,,1,0
1549,4,Steven Gerrard,MF,England,5,4,411,2,,1,0
2553,7,David Beckham ,MF,England,5,5,407,1,,0,0
1551,8,Frank Lampard,MF,England,5,5,480,0,,1,0
1999,11,Joe Cole,MF,England,5,5,386,1,,0,0
2554,16,Owen Hargreaves,MF,England,4,3,308,0,,2,0
2555,17,Jermaine Jenas,MF,England,0,0,0,0,,0,0
2002,18,Michael Carrick,MF,England,1,1,90,0,,0,0
1998,19,Aaron Lennon,MF,England,3,0,104,0,,0,0
2556,20,Stewart Downing,MF,England,3,0,52,0,,0,0
1557,9,Wayne Rooney,FW,England,4,3,252,0,,0,1
2557,10,Michael Owen,FW,England,3,3,115,0,,0,0
2003,21,Peter Crouch,FW,England,4,2,323,1,,1,0
2558,23,Theo Walcott,FW,England,0,0,0,0,,0,0
1560,1,Mickael Landreau,GK,France,0,0,0,0,,0,0
2559,16,Fabien Barthez,GK,France,7,7,660,0,,0,0
2560,23,Grégory Coupet,GK,France,0,0,0,0,,0,0
2561,2,Jean-Alain Boumsong,DF,France,0,0,0,0,,0,0
2007,3,Eric Abidal,DF,France,6,6,570,0,,2,0
2009,5,William Gallas,DF,France,7,7,660,0,,0,0
2562,13,Mikael Silvestre,DF,France,1,1,90,0,,0,0
2563,15,Lilian Thuram,DF,France,7,7,660,0,,1,0
2564,17,Gael Givet,DF,France,0,0,0,0,,0,0
2565,19,Willy Sagnol,DF,France,7,7,660,0,,3,0
2566,21,Pascal Chimbonda,DF,France,0,0,0,0,,0,0
2567,4,Patrick Vieira,MF,France,7,7,585,2,,1,0
2568,6,Claude Makelele,MF,France,7,7,660,0,,2,0
2015,7,Florent Malouda,MF,France,6,6,501,0,,1,0
2569,8,Vikash Dhorasoo,MF,France,2,0,10,0,,0,0
2570,10,Zinedine Zidane ,MF,France,6,6,558,3,,3,1
2016,18,Alou Diarra,MF,France,2,0,75,0,,0,0
2012,22,Franck Ribéry,MF,France,7,6,512,1,,1,0
2019,9,Sidney Govou,FW,France,4,0,64,0,,0,0
2571,11,Sylvain Wiltord,FW,France,7,2,208,0,,0,0
2021,12,Thierry Henry,FW,France,7,7,632,3,,0,0
2572,14,Louis Saha,FW,France,3,0,32,0,,2,0
2573,20,David Trezeguet,FW,France,3,1,112,0,,0,0
2574,1,Jens Lehmann,GK,Germany,6,6,600,0,,0,0
2575,12,Oliver Kahn,GK,Germany,1,1,90,0,,0,0
2576,23,Timo Hildebrand,GK,Germany,0,0,0,0,,0,0
2029,2,Marcell Jansen,DF,Germany,1,1,90,0,,0,0
2025,3,Arne Friedrich,DF,Germany,6,6,573,0,,1,0
2577,4,Robert Huth,DF,Germany,1,1,90,0,,0,0
2578,6,Jens Nowotny,DF,Germany,1,1,90,0,,0,0
1581,16,Philipp Lahm,DF,Germany,7,7,690,1,,0,0
1582,17,Per Mertesacker,DF,Germany,6,6,600,0,,0,0
2579,21,Christoph Metzelder,DF,Germany,6,6,600,0,,1,0
2580,5,Sebastian Kehl,MF,Germany,4,2,235,0,,0,0
1584,7,Bastian Schweinsteiger,MF,Germany,7,6,526,2,,1,0
2581,8,Torsten Frings,MF,Germany,6,6,539,1,,2,0
2582,13,Michael Ballack ,MF,Germany,5,5,510,0,,1,0
2583,15,Thomas Hitzlsperger,MF,Germany,1,0,12,0,,0,0
2584,18,Tim Borowski,MF,Germany,6,2,248,0,,1,0
2585,19,Bernd Schneider,MF,Germany,7,7,574,0,,0,0
2586,22,David Odonkor,MF,Germany,4,0,125,0,,2,0
2587,9,Mike Hanke,FW,Germany,1,0,20,0,,0,0
2588,10,Oliver Neuville,FW,Germany,7,0,145,1,,0,0
1588,11,Miroslav Klose,FW,Germany,7,7,582,5,,0,0
2589,14,Gerald Asamoah,FW,Germany,1,0,18,0,,0,0
1587,20,Lukas Podolski,FW,Germany,7,7,633,3,,1,0
2590,1,Sammy Adjei,GK,Ghana,0,0,0,0,,0,0
2591,16,George Owu,GK,Ghana,0,0,0,0,,0,0
2592,22,Richard Kingson,GK,Ghana,4,4,360,0,,0,0
2593,4,Samuel Kuffour,DF,Ghana,1,1,90,0,,0,0
2039,5,John Mensah,DF,Ghana,4,4,360,0,,1,0
2594,6,Emmanuel Pappoe,DF,Ghana,2,2,135,0,,0,0
2595,7,Illiasu Shilla,DF,Ghana,4,3,315,0,,1,0
2596,13,Habib Mohamed,DF,Ghana,2,2,180,0,,1,0
2597,17,Daniel Quaye,DF,Ghana,0,0,0,0,,0,0
2598,18,Eric Addo,DF,Ghana,4,2,192,0,,1,0
2599,21,Issah Ahmed,DF,Ghana,0,0,0,0,,0,0
2037,2,Hans Sarpei,MF,Ghana,0,0,0,0,,0,0
1598,8,Michael Essien,MF,Ghana,3,3,270,0,,2,0
2044,9,Derek Boateng,MF,Ghana,3,1,121,0,,1,0
2045,10,Stephen Appiah ,MF,Ghana,4,4,360,1,,2,0
1602,11,Sulley Muntari,MF,Ghana,3,3,270,1,,3,0
2038,15,John Paintsil,MF,Ghana,4,4,360,0,,1,0
2600,23,Haminu Draman,MF,Ghana,2,2,169,1,,0,0
1607,3,Asamoah Gyan,FW,Ghana,3,3,262,1,,3,0
2601,12,Alex Tachie-Mensah,FW,Ghana,3,0,34,0,,0,0
2048,14,Matthew Amoah,FW,Ghana,4,4,273,0,,0,0
2602,19,Razak Pimpong,FW,Ghana,3,1,119,0,,0,0
2603,20,Otto Addo,FW,Ghana,2,1,90,0,,1,0
2604,1,Ebrahim Mirzapour,GK,Iran,3,3,270,0,,0,0
2605,12,Hassan Roudbarian,GK,Iran,0,0,0,0,,0,0
2606,22,Vahid Talebloo,GK,Iran,0,0,0,0,,0,0
2607,3,Sohrab Bakhtiarizadeh,DF,Iran,2,1,93,1,,0,0
2608,4,Yahya Golmohammadi,DF,Iran,2,2,177,1,,1,0
2609,5,Rahman Rezaei,DF,Iran,3,3,270,0,,0,0
2610,13,Hossein Kaebi,DF,Iran,3,3,246,0,,1,0
1661,19,Amir Hossein Sadeghi,DF,Iran,0,0,0,0,,0,0
2611,20,Mohammad Nosrati,DF,Iran,3,3,182,0,,0,0
2612,2,Mehdi Mahdavikia,MF,Iran,3,3,270,0,,0,0
2613,6,Javad Nekounam,MF,Iran,2,2,180,0,,2,0
2614,7,Ferydoon Zandi,MF,Iran,2,1,116,0,,1,0
2615,8,Ali Karimi,MF,Iran,2,2,126,0,,0,0
1670,14,Andranik Teymourian,MF,Iran,3,3,270,0,,1,0
2616,18,Moharram Navidkia,MF,Iran,0,0,0,0,,0,0
2617,21,Mehrzad Madanchi,MF,Iran,3,2,183,0,,2,0
1036,23,Masoud Shojaei,MF,Iran,1,0,78,0,,0,0
2618,9,Vahid Hashemian,FW,Iran,3,3,218,0,,0,0
2619,10,Ali Daei ,FW,Iran,2,2,180,0,,0,0
2620,11,Rasoul Khatibi,FW,Iran,2,0,77,0,,0,0
2621,15,Arash Borhani,FW,Iran,2,0,34,0,,0,0
2622,16,Reza Enayati,FW,Iran,0,0,0,0,,0,0
2623,17,Javad Kazemian,FW,Iran,0,0,0,0,,0,0
1672,1,Gianluigi Buffon,GK,Italy,7,7,690,0,,0,0
2624,12,Angelo Peruzzi,GK,Italy,0,0,0,0,,0,0
2625,14,Marco Amelia,GK,Italy,0,0,0,0,,0,0
2626,2,Cristian Zaccardo,DF,Italy,3,2,157,0,,0,0
2627,3,Fabio Grosso,DF,Italy,6,6,600,1,,1,0
2080,5,Fabio Cannavaro ,DF,Italy,7,7,690,0,,0,0
1679,6,Andrea Barzagli,DF,Italy,2,1,125,0,,0,0
2628,13,Alessandro Nesta,DF,Italy,3,3,196,0,,0,0
2082,19,Gianluca Zambrotta,DF,Italy,6,6,600,1,,3,0
2629,22,Massimo Oddo,DF,Italy,1,0,23,0,,0,0
2630,23,Marco Materazzi,DF,Italy,4,3,363,2,,0,1
1686,4,Daniele De Rossi,MF,Italy,3,2,177,0,,1,1
2084,8,Gennaro Gattuso,MF,Italy,6,5,552,0,,2,0
2085,16,Mauro Camoranesi,MF,Italy,5,4,350,0,,1,0
2631,17,Simone Barone,MF,Italy,2,0,40,0,,0,0
2632,20,Simone Perrotta,MF,Italy,7,7,613,0,,0,0
1688,21,Andrea Pirlo,MF,Italy,7,7,667,1,,0,0
2633,7,Alessandro Del Piero,FW,Italy,5,1,172,1,,0,0
2634,9,Luca Toni,FW,Italy,7,7,479,2,,0,0
2635,10,Francesco Totti,FW,Italy,7,6,465,1,,1,0
2090,11,Alberto Gilardino,FW,Italy,5,4,304,1,,0,0
2088,15,Vincenzo Iaquinta,FW,Italy,5,0,192,1,,1,0
2636,18,Filippo Inzaghi,FW,Italy,1,0,31,1,,0,0
2637,1,Jean-Jacques Tizie,GK,Ivory Coast,2,2,180,0,,0,0
2638,16,Gérard Gnanhouan,GK,Ivory Coast,0,0,0,0,,0,0
1695,23,Boubacar Barry,GK,Ivory Coast,1,1,90,0,,0,0
1699,3,Arthur Boka,DF,Ivory Coast,3,3,270,0,,1,0
1700,4,Kolo Toure,DF,Ivory Coast,2,2,180,0,,0,0
2639,6,Blaise Kouassi,DF,Ivory Coast,1,1,90,0,,0,0
2640,12,Abdoulaye Meite,DF,Ivory Coast,2,2,180,0,,0,0
2641,13,Marco Zoro,DF,Ivory Coast,0,0,0,0,,0,0
2642,17,Cyril Domoraud,DF,Ivory Coast,1,1,89,0,,2,1
2098,20,Guy Demel,DF,Ivory Coast,0,0,0,0,,0,0
2099,21,Emmanuel Eboué,DF,Ivory Coast,3,3,270,0,,1,0
2643,2,Kanga Akalé,MF,Ivory Coast,3,2,138,0,,0,0
1701,5,Didier Zokora,MF,Ivory Coast,3,3,270,0,,1,0
2644,7,Emerse Faé,MF,Ivory Coast,0,0,0,0,,0,0
2645,8,Bonaventure Kalou,MF,Ivory Coast,2,1,72,1,,0,0
2646,10,Gilles Yapi Yapo,MF,Ivory Coast,1,0,29,0,,0,0
2103,18,Abdul Kader Keita,MF,Ivory Coast,2,2,148,0,,1,0
1708,19,Yaya Toure,MF,Ivory Coast,3,3,270,0,,0,0
2101,22,Romaric,MF,Ivory Coast,1,1,61,0,,0,0
2647,9,Arouna Kone,FW,Ivory Coast,3,2,176,0,,0,0
1713,11,Didier Drogba ,FW,Ivory Coast,2,2,180,1,,2,0
2648,14,Bakari Kone,FW,Ivory Coast,3,1,121,1,,0,0
2105,15,Aruna Dindane,FW,Ivory Coast,3,1,155,2,,1,0
2106,1,Seigo Narazaki,GK,Japan,0,0,0,0,,0,0
2649,12,Yoichi Doi,GK,Japan,0,0,0,0,,0,0
2107,23,Yoshikatsu Kawaguchi,GK,Japan,3,3,270,0,,1,0
2650,2,Teruyuki Moniwa,DF,Japan,1,0,34,0,,1,0
2108,3,Y?ichi Komano,DF,Japan,1,1,90,0,,0,0
2651,5,Tsuneyasu Miyamoto ,DF,Japan,2,2,180,0,,2,0
2652,6,Koji Nakata,DF,Japan,1,0,35,0,,0,0
2653,14,Alex,DF,Japan,3,3,270,0,,1,0
2654,19,Keisuke Tsuboi,DF,Japan,2,2,145,0,,0,0
2655,21,Akira Kaji,DF,Japan,2,2,180,0,,1,0
2111,22,Yuji Nakazawa,DF,Japan,3,3,270,0,,0,0
1723,4,Yasuhito Endo,MF,Japan,0,0,0,0,,0,0
2656,7,Hidetoshi Nakata,MF,Japan,3,3,270,0,,0,0
2657,8,Mitsuo Ogasawara,MF,Japan,2,2,145,0,,0,0
2113,10,Shunsuke Nakamura,MF,Japan,3,3,270,1,,0,0
2658,15,Takashi Fukunishi,MF,Japan,2,2,135,0,,0,0
2115,17,Junichi Inamoto,MF,Japan,2,1,135,0,,0,0
2659,18,Shinji Ono,MF,Japan,1,0,12,0,,0,0
2660,9,Naohiro Takahara,FW,Japan,3,2,180,0,,1,0
2661,11,Seiichiro Maki,FW,Japan,1,1,59,0,,0,0
2662,13,Atsushi Yanagisawa,FW,Japan,2,2,138,0,,0,0
2663,16,Masashi Oguro,FW,Japan,3,0,32,0,,0,0
2117,20,Keiji Tamada,FW,Japan,2,1,120,1,,0,0
2664,1,Oswaldo Sánchez,GK,Mexico,4,4,390,0,,0,0
1074,12,Jose de Jesus Corona,GK,Mexico,0,0,0,0,,0,0
416,13,Guillermo Ochoa,GK,Mexico,0,0,0,0,,0,0
2665,2,Claudio Suarez,DF,Mexico,0,0,0,0,,0,0
1730,3,Carlos Salcido,DF,Mexico,4,4,390,0,,1,0
1077,4,Rafael Marquez ,DF,Mexico,4,4,390,1,,2,0
2123,5,Ricardo Osorio,DF,Mexico,4,4,390,0,,0,0
2666,14,Gonzalo Pineda,DF,Mexico,4,3,290,0,,1,0
2667,15,Jose Antonio Castro,DF,Mexico,2,1,142,0,,1,0
2668,16,Mario Méndez,DF,Mexico,4,4,379,0,,0,0
1729,22,Francisco Javier Rodríguez,DF,Mexico,1,1,45,0,,1,0
2127,6,Gerardo Torrado,MF,Mexico,3,2,218,0,,2,0
2669,7,Sinha,MF,Mexico,4,1,188,1,,1,0
2670,8,Pável Pardo,MF,Mexico,4,4,307,0,,0,0
2671,11,Ramón Morales,MF,Mexico,2,1,86,0,,0,0
427,18,Andres Guardado,MF,Mexico,1,1,65,0,,0,0
2672,20,Rafael García,MF,Mexico,0,0,0,0,,0,0
2673,21,Jesús Arellano,MF,Mexico,1,0,39,0,,0,0
2674,23,Luis Ernesto Pérez,MF,Mexico,2,1,105,0,,2,1
2675,9,Jared Borgetti,FW,Mexico,2,2,171,0,,0,0
2131,10,Guillermo Franco,FW,Mexico,3,2,129,0,,0,0
2676,17,Francisco Fonseca,FW,Mexico,4,2,266,1,,1,0
2677,19,Omar Bravo,FW,Mexico,3,3,270,2,,0,0
2678,1,Edwin van der Sar ,GK,Netherlands,4,4,360,0,,0,0
2679,22,Henk Timmer,GK,Netherlands,0,0,0,0,,0,0
2134,23,Maarten Stekelenburg,GK,Netherlands,0,0,0,0,,0,0
2680,2,Kew Jaliens,DF,Netherlands,1,1,90,0,,0,0
2140,3,Khalid Boulahrouz,DF,Netherlands,4,2,202,0,,3,1
2138,4,Joris Mathijsen,DF,Netherlands,3,3,230,0,,2,0
2139,5,Giovanni van Bronckhorst,DF,Netherlands,3,3,269,0,,3,1
2681,12,Jan Kromkamp,DF,Netherlands,0,0,0,0,,0,0
2141,13,Andre Ooijer,DF,Netherlands,4,4,360,0,,1,0
