player_id,dorsal,Player,position,Squad,MP,Starts,Min,Gls,Ast,CrdY,CrdR
2952,1,Germán Burgos,GK,Argentina,0,0,0,0,,0,0
2953,12,Pablo Cavallero,GK,Argentina,3,3,270,0,,0,0
2954,23,Roberto Bonano,GK,Argentina,0,0,0,0,,0,0
2427,2,Roberto Ayala,DF,Argentina,0,0,0,0,,0,0
2428,3,Juan Pablo Sorín,DF,Argentina,3,3,242,0,,0,0
2955,4,Mauricio Pochettino,DF,Argentina,3,3,270,0,,0,0
1902,6,Walter Samuel,DF,Argentina,3,3,270,0,,1,0
2956,8,Javier Zanetti,DF,Argentina,3,3,270,0,,0,0
2957,13,Diego Placente,DF,Argentina,2,2,180,0,,0,0
2958,22,José Chamot,DF,Argentina,1,1,90,0,,1,0
2959,5,Matías Almeyda,MF,Argentina,1,1,62,0,,1,0
2960,10,Ariel Ortega,MF,Argentina,3,3,270,0,,0,0
1904,11,Juan Sebastián Verón,MF,Argentina,3,2,150,0,,0,0
2961,14,Diego Simeone,MF,Argentina,2,2,180,0,,1,0
2962,15,Claudio Husaín,MF,Argentina,0,0,0,0,,0,0
2436,16,Pablo Aimar,MF,Argentina,3,1,148,0,,0,0
2963,17,Gustavo López,MF,Argentina,0,0,0,0,,0,0
2964,18,Kily González,MF,Argentina,3,1,136,0,,1,0
2965,20,Marcelo Gallardo,MF,Argentina,0,0,0,0,,0,0
2966,7,Claudio López,FW,Argentina,3,2,162,0,,0,0
2967,9,Gabriel Batistuta ,FW,Argentina,3,3,196,1,,1,0
2439,19,Hernán Crespo,FW,Argentina,3,0,74,1,,0,0
2968,21,Claudio Caniggia,FW,Argentina,0,0,0,0,,0,0
2969,1,Geert De Vlieger,GK,Belgium,4,4,360,0,,0,0
2970,13,Franky Vandendriessche,GK,Belgium,0,0,0,0,,0,0
2971,23,Frédéric Herpoel,GK,Belgium,0,0,0,0,,0,0
2972,2,Eric Deflandre,DF,Belgium,1,1,90,0,,0,0
2973,3,Glen De Boeck,DF,Belgium,2,2,179,0,,0,0
2974,4,Eric Van Meir,DF,Belgium,2,1,91,0,,1,0
2975,5,Nico Van Kerckhoven,DF,Belgium,2,2,180,0,,0,0
2976,12,Peter Van der Heyden,DF,Belgium,2,2,180,1,,1,0
2977,15,Jacky Peeters,DF,Belgium,3,3,251,0,,0,0
1397,16,Daniel Van Buyten,DF,Belgium,4,4,360,0,,1,0
2978,6,Timmy Simons,MF,Belgium,4,4,266,0,,0,0
2979,8,Bart Goor,MF,Belgium,4,4,360,0,,0,0
2980,10,Johan Walem,MF,Belgium,3,3,247,1,,0,0
2981,14,Sven Vermant,MF,Belgium,1,0,45,0,,0,0
2982,17,Gaëtan Englebert,MF,Belgium,0,0,0,0,,0,0
2983,18,Yves Vanderhaeghe,MF,Belgium,4,4,360,0,,2,0
2984,19,Bernd Thijs,MF,Belgium,0,0,0,0,,0,0
2985,21,Danny Boffin,MF,Belgium,0,0,0,0,,0,0
2986,7,Marc Wilmots ,FW,Belgium,4,4,360,3,,0,0
2987,9,Wesley Sonck,FW,Belgium,3,0,108,1,,0,0
2988,11,Gert Verheyen,FW,Belgium,4,4,294,0,,1,0
2989,20,Branko Strupar,FW,Belgium,2,1,53,0,,0,0
2990,22,Mbo Mpenza,FW,Belgium,3,2,176,0,,0,0
2991,1,Marcos,GK,Brazil,7,7,630,0,,0,0
2450,12,Dida,GK,Brazil,0,0,0,0,,0,0
2451,22,Rogério Ceni,GK,Brazil,0,0,0,0,,0,0
2452,2,Cafu ,DF,Brazil,7,7,630,0,,1,0
1930,3,Lúcio,DF,Brazil,7,7,630,0,,0,0
2992,4,Roque Júnior,DF,Brazil,6,6,540,0,,2,0
2993,5,Edmílson,DF,Brazil,6,6,540,1,,0,0
2454,6,Roberto Carlos,DF,Brazil,6,6,540,1,,1,0
2994,13,Juliano Belletti,DF,Brazil,1,0,6,0,,0,0
2995,14,Ânderson Polga,DF,Brazil,2,2,180,0,,0,0
2996,16,Júnior,DF,Brazil,1,1,90,1,,0,0
2462,7,Ricardinho,MF,Brazil,3,0,52,0,,0,0
1937,8,Gilberto Silva,MF,Brazil,7,7,630,0,,1,0
2997,10,Rivaldo,MF,Brazil,7,7,610,5,,0,0
2458,11,Ronaldinho,MF,Brazil,5,5,331,2,,1,1
1941,15,Kléberson,MF,Brazil,5,3,308,0,,0,0
2998,18,Vampeta,MF,Brazil,1,0,19,0,,0,0
2999,19,Juninho Paulista,MF,Brazil,5,4,262,0,,0,0
1938,23,Kaká,MF,Brazil,1,0,19,0,,0,0
2464,9,Ronaldo,FW,Brazil,7,7,548,8,,0,0
3000,17,Denílson,FW,Brazil,5,0,120,0,,1,0
3001,20,Edílson,FW,Brazil,4,2,170,0,,0,0
3002,21,Luizão,FW,Brazil,2,0,41,0,,0,0
3003,1,Alioum Boukar,GK,Cameroon,3,3,270,0,,0,0
3004,16,Jacques Songo'o,GK,Cameroon,0,0,0,0,,0,0
1946,22,Carlos Kameni,GK,Cameroon,0,0,0,0,,0,0
3005,2,Bill Tchato,DF,Cameroon,3,3,232,0,,1,0
3006,3,Pierre Womé,DF,Cameroon,3,3,263,0,,1,0
1949,4,Rigobert Song ,DF,Cameroon,3,3,270,0,,1,0
3007,5,Raymond Kalla,DF,Cameroon,3,3,270,0,,1,0
3008,6,Pierre Njanka,DF,Cameroon,1,0,7,0,,0,0
1951,8,Geremi,DF,Cameroon,3,3,270,0,,1,0
3009,13,Lucien Mettomo,DF,Cameroon,0,0,0,0,,0,0
3010,7,Joseph N'Do,MF,Cameroon,0,0,0,0,,0,0
3011,12,Lauren,MF,Cameroon,3,3,270,0,,1,0
3012,14,Joël Epalle,MF,Cameroon,0,0,0,0,,0,0
3013,15,Nicolas Alnoudji,MF,Cameroon,0,0,0,0,,0,0
3014,17,Marc-Vivien Foé,MF,Cameroon,3,3,270,0,,1,0
3015,19,Eric Djemba-Djemba,MF,Cameroon,0,0,0,0,,0,0
3016,20,Salomon Olembé,MF,Cameroon,3,2,198,0,,1,0
3017,23,Daniel N'Gom Kome,MF,Cameroon,2,1,72,0,,0,0
1461,9,Samuel Eto'o,FW,Cameroon,3,3,270,1,,0,0
3018,10,Patrick M'Boma,FW,Cameroon,3,3,220,1,,0,0
3019,11,Pius N'Diefi,FW,Cameroon,1,0,17,0,,0,0
3020,18,Patrick Suffo,FW,Cameroon,2,0,46,0,,2,1
3021,21,Joseph-Désiré Job,FW,Cameroon,1,0,11,0,,0,0
3022,1,An Qi,GK,China,0,0,0,0,,0,0
3023,22,Jiang Jin,GK,China,3,3,270,0,,0,0
3024,23,Ou Chuliang,GK,China,0,0,0,0,,0,0
3025,2,Zhang Enhua,DF,China,0,0,0,0,,0,0
3026,3,Yang Pu,DF,China,2,1,119,0,,1,0
3027,4,Wu Chengying,DF,China,3,3,225,0,,0,0
3028,5,Fan Zhiyi,DF,China,1,1,73,0,,0,0
3029,7,Sun Jihai,DF,China,1,1,25,0,,0,0
3030,14,Li Weifeng,DF,China,3,3,270,0,,1,0
3031,17,Du Wei,DF,China,2,2,180,0,,0,0
3032,21,Xu Yunlong,DF,China,3,3,270,0,,1,0
3033,6,Shao Jiayi,MF,China,2,0,37,0,,0,1
3034,8,Li Tie,MF,China,3,3,270,0,,1,0
3035,9,Ma Mingyu ,MF,China,2,2,151,0,,0,0
3036,11,Yu Genwei,MF,China,2,0,35,0,,0,0
3037,13,Gao Yao,MF,China,0,0,0,0,,0,0
3038,15,Zhao Junzhe,MF,China,2,2,180,0,,0,0
3039,18,Li Xiaopeng,MF,China,3,3,270,0,,1,0
3040,19,Qi Hong,MF,China,1,1,65,0,,0,0
3041,10,Hao Haidong,FW,China,3,3,236,0,,0,0
3042,12,Su Maozhen,FW,China,1,0,25,0,,0,0
3043,16,Qu Bo,FW,China,3,0,99,0,,0,0
3044,20,Yang Chen,FW,China,2,2,137,0,,0,0
3045,1,Erick Lonnis ,GK,Costa Rica,3,3,270,0,,0,0
2465,18,Álvaro Mesén,GK,Costa Rica,0,0,0,0,,0,0
3046,23,Lester Morgan,GK,Costa Rica,0,0,0,0,,0,0
2468,2,Jervis Drummond,DF,Costa Rica,0,0,0,0,,0,0
2469,3,Luis Marín Murillo,DF,Costa Rica,3,3,270,0,,1,0
3047,4,Mauricio Wright,DF,Costa Rica,3,3,270,1,,0,0
2470,5,Gilberto Martínez,DF,Costa Rica,3,3,253,0,,1,0
3048,13,Daniel Vallejos,DF,Costa Rica,0,0,0,0,,0,0
3049,14,Juan José Rodríguez,DF,Costa Rica,0,0,0,0,,0,0
2473,15,Harold Wallace,DF,Costa Rica,3,3,190,0,,0,0
