player_id,player_name,team,goals,assists,min.tot
1,Mario Kempes,Argentina,6,,660
2,Rob Rensenbrink,Netherlands,5,,660
3,Teófilo Cubillas,Peru,5,,540
4,Leopoldo Luque,Argentina,4,,480
5,Hans Krankl,Austria,4,,540
6,Dirceu,Brazil,3,,545
7,Roberto Dinamite,Brazil,3,,450
8,Paolo Rossi,Italy,3,,630
9,Johnny Rep,Netherlands,3,,527
10,Karl-Heinz Rummenigge,West Germany,3,,450
11,Daniel Bertoni,Argentina,2,,477
12,Nelinho,Brazil,2,,274
13,Roberto Bettega,Italy,2,,603
14,Ernie Brandts,Netherlands,2,,365
15,Arie Haan,Netherlands,2,,570
16,Zbigniew Boniek,Poland,2,,382
17,Grzegorz Lato,Poland,2,,540
18,Archie Gemmill,Scotland,2,,196
19,Heinz Flohe,West Germany,2,,337
20,Dieter Müller,West Germany,2,,329
21,Daniel Passarella ,Argentina,1,,660
22,Alberto Tarantini,Argentina,1,,660
23,René Houseman,Argentina,1,,331
24,Erich Obermayer,Austria,1,,540
25,Walter Schachner,Austria,1,,211
26,Zico,Brazil,1,,230
27,Reinaldo,Brazil,1,,225
28,Christian Lopez,France,1,,180
29,Michel Platini,France,1,,225
30,Dominique Rocheteau,France,1,,164
31,Marc Berdoll,France,1,,107
32,Bernard Lacombe,France,1,,163
33,Sándor Zombori,Hungary,1,,270
34,Károly Csapó,Hungary,1,,198
35,András Tóth,Hungary,1,,45
36,Iraj Danaeifard,Iran,1,,178
37,Hassan Rowshan,Iran,1,,113
38,Romeo Benetti,Italy,1,,526
39,Renato Zaccarelli,Italy,1,,288
40,Franco Causio,Italy,1,,585
41,Arturo Vázquez Ayala ,Mexico,1,,270
42,Víctor Rangel,Mexico,1,,270
43,René van de Kerkhof,Netherlands,1,,563
44,Willy van de Kerkhof,Netherlands,1,,660
45,Dick Nanninga,Netherlands,1,,115
46,José Velásquez,Peru,1,,410
47,César Cueto,Peru,1,,531
48,Kazimierz Deyna ,Poland,1,,540
49,Andrzej Szarmach,Poland,1,,419
50,Kenny Dalglish,Scotland,1,,253
51,Joe Jordan,Scotland,1,,270
52,Juan Manuel Asensi,Spain,1,,270
53,Dani,Spain,1,,90
54,Thomas Sjöberg,Sweden,1,,245
55,Mokhtar Dhouieb,Tunisia,1,,270
56,Ali Kaabi,Tunisia,1,,270
57,Néjib Ghommidh,Tunisia,1,,270
58,Hansi Müller,West Germany,1,,315
59,Rüdiger Abramczik,West Germany,1,,270
60,Bernd Hölzenbein,West Germany,1,,270
