stadium_id,stadium_name,city,capacity
1,Stadio Olimpico,Roma,73261
2,Stadio San Paolo,Napoli,76824
3,Stadio Giuseppe Meazza,Milano,85700
4,Stadio delle Alpi,Torino,69041
5,Stadio Artemio Franchi,Firenze,47282
6,Stadio Renato Dall'Ara,Bologna,38279
7,Stadio Marcantonio Bentegodi,Verona,39211
8,Stadio Luigi Ferraris,Genova,33205
9,Stadio Sant'Elia,Cagliari,39905
10,Stadio Friuli,Udine,41652
11,Stadio San Nicola,Bari,58270
12,Stadio La Favorita,Palermo,33288
