player_id,world_cup_year,team,club,country_club
969,2018,Egypt,Al-Ittihad,Saudi Arabia
970,2018,Egypt,Stoke City,England
971,2018,Egypt,Al Raed,Saudi Arabia
972,2018,Egypt,Atromitos,Greece
973,2018,England,Stoke City,England
974,2018,England,Burnley,England
974,2018,England,Tottenham,England
975,2014,England,Chelsea,England
975,2018,England,Chelsea,England
976,2014,England,Manchester United,England
976,2018,England,Manchester United,England
977,2018,England,Manchester City,England
978,2018,England,Manchester United,England
979,2018,England,Manchester United,England
980,2018,England,Tottenham,England
981,2018,England,Crystal Palace,England
981,2018,England,Leicester City,England
982,2018,England,Arsenal,England
983,2014,England,Manchester United,England
984,2018,France,PSG,France
985,2018,France,Barcelona,Spain
986,2018,France,Marseille,France
987,2018,France,Monaco,France
988,2018,France,Manchester City,England
989,2014,France,Juventus,Italy
989,2018,France,Manchester United,England
990,2018,France,Bayern Munich,Germany
991,2018,France,Chelsea,England
992,2014,France,PSG,France
992,2018,France,Juventus,Italy
993,2018,France,Sevilla,Spain
994,2018,France,Monaco,France
995,2018,France,Lyon,France
996,2018,France,Marseille,France
997,2018,Germany,Hertha BSC,Germany
998,2018,Germany,1. FC Koln,Germany
999,2014,Germany,Borussia Dortmund,Germany
999,2018,Germany,Bayern Munich,Germany
1000,2010,Germany,Hamburger SV,Germany
1000,2014,Germany,Bayern Munich,Germany
1000,2018,Germany,Bayern Munich,Germany
1001,2010,Germany,VfB Stuttgart,Germany
1001,2014,Germany,Real Madrid,Spain
1001,2018,Germany,Juventus,Italy
1002,2014,Germany,Schalke 04,Germany
1002,2018,Germany,PSG,France
1003,2010,Germany,Bayer Leverkusen,Germany
1003,2014,Germany,Bayern Munich,Germany
1003,2018,Germany,Real Madrid,Spain
1004,2010,Germany,Werder Bremen,Germany
1004,2014,Germany,Arsenal,England
1004,2018,Germany,Arsenal,England
1005,2018,Germany,Bayern Munich,Germany
1006,2018,Germany,RB Leipzig,Germany
1007,2018,Germany,Borussia Dortmund,Germany
1008,2018,Germany,Bayern Munich,Germany
1008,2018,Germany,Stuttgart,Germany
1009,2018,Iceland,Randers,Denmark
1010,2018,Iceland,Roskilde,Denmark
1011,2018,Iceland,Nordsjaelland,Denmark
1012,2018,Iceland,Valur,Iceland
1013,2018,Iceland,Rostov,Russia
1014,2018,Iceland,Rostov,Russia
1015,2018,Iceland,Aberdeen,Scotland
1016,2018,Iceland,Levski Sofia,Bulgaria
1017,2018,Iceland,Bristol City,England
1018,2018,Iceland,Lokeren,Belgium
1019,2018,Iceland,Valerenga,Norway
1020,2018,Iceland,PSV,Netherlands
1021,2018,Iceland,Burnley,England
1022,2018,Iceland,Aston Villa,England
1023,2018,Iceland,Everton,England
1024,2018,Iceland,Karabukspor,Turkey
1025,2018,Iceland,Cardiff City,Wales
1026,2018,Iceland,Sandhausen,Germany
1027,2018,Iceland,Udinese,Italy
1028,2018,Iceland,Malmo,Sweden
1029,2018,Iceland,Rostov,Russia
1030,2018,Iceland,Augsburg,Germany
1031,2018,Iceland,Reading,England
1032,2018,Iran,Zob Ahan,Iran
1033,2018,Iran,Marítimo,Portugal
1034,2018,Iran,Padideh,Iran
1035,2014,Iran,Umm Salal,Qatar
1035,2018,Iran,Esteghlal,Iran
1036,2014,Iran,Las Palmas,Spain
1036,2018,Iran,AEK Athens,Greece
1037,2018,Iran,Esteghlal,Iran
1038,2014,Iran,Fulham,England
1038,2018,Iran,Nottingham Forest,England
1039,2014,Iran,Charlton Athletic,England
1039,2018,Iran,Heerenveen,Netherlands
1040,2018,Japan,Gamba Osaka,Japan
1041,2018,Japan,Kashiwa Reysol,Japan
1042,2018,Japan,Kashima Antlers,Japan
1043,2018,Japan,Kashima Antlers,Japan
1044,2018,Japan,Urawa Red Diamonds,Japan
1045,2018,Japan,Urawa Red Diamonds,Japan
1046,2014,Japan,VfB Stuttgart,Germany
1046,2018,Japan,Hamburger SV,Germany
1047,2014,Japan,AC Milan,Italy
1047,2018,Japan,Pachuca,Mexico
1048,2018,Japan,Fortuna Dusseldorf,Germany
1049,2014,Japan,Manchester United,England
1049,2018,Japan,Borussia Dortmund,Germany
1050,2018,Japan,Fortuna Dusseldorf,Germany
1051,2018,Japan,Eibar,Spain
1052,2014,Japan,Cerezo Osaka,Japan
1052,2018,Japan,Cerezo Osaka,Japan
1053,2014,Japan,1. FC Nürnberg,Germany
1053,2018,Japan,Eintracht Frankfurt,Germany
1054,2018,Japan,Kawasaki Frontale,Japan
1055,2014,Japan,Mainz 05,Germany
1055,2018,Japan,Leicester City,England
1056,2018,Japan,Mainz 05,Germany
1057,2014,Japan,1860 Munich,Germany
1057,2018,Japan,1. FC Koln,Germany
1058,2018,South Korea,Cerezo Osaka,Japan
1059,2018,South Korea,Daegu FC,South Korea
1060,2014,South Korea,Ulsan Hyundai,South Korea
1060,2018,South Korea,Jeonbuk Hyundai Motors,South Korea
1061,2018,South Korea,Sagan Tosu,Japan
1062,2018,South Korea,Jeju United,South Korea
1063,2018,South Korea,Seongnam FC,South Korea
1064,2014,South Korea,Mainz 05,Germany
1064,2018,South Korea,Ulsan Hyundai,South Korea
1065,2018,South Korea,Sangju Sangmu,South Korea
1066,2018,South Korea,FC Tokyo,Japan
1067,2018,South Korea,FC Seoul,South Korea
1068,2018,South Korea,Asan Mugunghwa,South Korea
1069,2018,South Korea,Hellas Verona,Italy
1070,2014,South Korea,Mainz 05,Germany
1070,2018,South Korea,Augsburg,Germany
1071,2014,South Korea,Sunderland,England
1071,2018,South Korea,Swansea City,Wales
1072,2018,South Korea,Incheon United,South Korea
1073,2014,South Korea,Ulsan Hyundai,South Korea
1073,2018,South Korea,Jeonbuk Hyundai Motors,South Korea
1074,2014,Mexico,Cruz Azul,Mexico
1074,2018,Mexico,Cruz Azul,Mexico
1075,2018,Mexico,UANL,Mexico
1076,2018,Mexico,Eintracht Frankfurt,Germany
1077,2014,Mexico,Leon,Mexico
1077,2018,Mexico,Atlas,Mexico
1078,2018,Mexico,LA Galaxy,USA
1079,2014,Mexico,America,Mexico
1079,2018,Mexico,Sevilla,Spain
1080,2014,Mexico,Villarreal,Spain
1080,2018,Mexico,LA Galaxy,USA
1081,2018,Mexico,Porto,Portugal
1082,2014,Mexico,Villarreal,Spain
1082,2018,Mexico,UANL,Mexico
1083,2014,Mexico,Cruz Azul,Mexico
1083,2018,Mexico,Eintracht Frankfurt,Germany
1084,2018,Mexico,Los Angeles FC,USA
1085,2014,Mexico,Manchester United,England
1085,2018,Mexico,West Ham,England
1086,2014,Mexico,Santos Laguna,Mexico
1086,2018,Mexico,América,Mexico
1087,2018,Morocco,Lille,France
1088,2018,Morocco,Istanbul Basaksehir,Turkey
1089,2018,Morocco,Juventus,Italy
1090,2018,Morocco,Wolverhampton,England
1091,2018,Morocco,Fenerbahce,Turkey
1092,2018,Morocco,Feyenoord,Netherlands
1093,2018,Morocco,Galatasaray,Turkey
1094,2018,Morocco,Getafe,Spain
1095,2018,Morocco,Al Jazira,United Arab Emirates
1096,2018,Morocco,Caen,France
1097,2018,Morocco,Leganes,Spain
1098,2018,Morocco,Schalke 04,Germany
1099,2018,Morocco,Standard Liege,Belgium
1100,2018,Morocco,RS Berkane,Morocco
1101,2018,Morocco,Yeni Malatyaspor,Turkey
1102,2018,Morocco,FC St. Pauli,Germany
1103,2018,Nigeria,Enyimba,Nigeria
1104,2018,Nigeria,Chippa United,South Africa
1105,2018,Nigeria,Deportivo La Coruña,Spain
1106,2018,Nigeria,Amkar Perm,Russia
1107,2018,Nigeria,Cercle Brugge,Belgium
1108,2018,Nigeria,Bursaspor,Turkey
1109,2018,Nigeria,Mainz 05,Germany
1110,2018,Nigeria,Bursaspor,Turkey
1111,2018,Nigeria,Nantes,France
1112,2018,Nigeria,ADO Den Haag,Netherlands
1113,2014,Nigeria,Middlesbrough,England
1113,2018,Nigeria,Kasimpasa,Turkey
1114,2018,Nigeria,Leicester City,England
1115,2018,Nigeria,Las Palmas,Spain
1116,2018,Nigeria,Tianjin TEDA,China
1117,2018,Nigeria,Torino,Italy
1118,2014,Nigeria,Lazio,Italy
1118,2018,Nigeria,Trabzonspor,Turkey
1119,2018,Nigeria,Hapoel Be'er Sheva,Israel
1120,2014,Nigeria,CSKA Moscow,Russia
1120,2018,Nigeria,CSKA Moscow,Russia
1121,2018,Nigeria,Changchun Yatai,China
1122,2014,Nigeria,Liverpool,England
1122,2018,Nigeria,Chelsea,England
1123,2018,Nigeria,Crotone,Italy
1124,2018,Nigeria,Leicester City,England
1125,2018,Nigeria,Arsenal,England
1126,2018,Panama,Dinamo Bucuresti,Romania
1127,2018,Panama,Chorrillo,Panama
1128,2018,Panama,San Francisco,Panama
1129,2018,Panama,New York Red Bulls,USA
1130,2018,Panama,San Jose Earthquakes,USA
1131,2018,Panama,New York Red Bulls,USA
1132,2018,Panama,Seattle Sounders FC,USA
1133,2018,Panama,Houston Dynamo,USA
1134,2018,Panama,Dunajska Streda,Slovakia
1135,2018,Panama,CD Olimpia,Honduras
1136,2018,Panama,Municipal,Guatemala
1137,2018,Panama,Atletico Bucaramanga,Colombia
1138,2018,Panama,Tapachula,Mexico
1139,2018,Panama,Universidad de Chile,Chile
1140,2018,Panama,Plaza Amador,Panama
1141,2018,Panama,Gent,Belgium
1142,2018,Panama,San Jose Earthquakes,USA
1143,2018,Panama,Gent,Belgium
1144,2018,Panama,Municipal,Guatemala
1145,2018,Panama,Huachipato,Chile
1146,2018,Panama,Deportivo La Coruña,Spain
1147,2018,Panama,Alajuelense,Costa Rica
1148,2018,Panama,Sport Boys,Peru
1149,2018,Peru,Veracruz,Mexico
1150,2018,Peru,Deportivo Municipal,Peru
1151,2018,Peru,UTC,Peru
1152,2018,Peru,Atletico Junior,Colombia
1153,2018,Peru,Universitario,Peru
1154,2018,Peru,Puebla,Mexico
1155,2018,Peru,Alianza Lima,Peru
1156,2018,Peru,Flamengo,Brazil
1157,2018,Peru,Veracruz,Mexico
1158,2018,Peru,Lobos BUAP,Mexico
1159,2018,Peru,Melgar,Peru
1160,2018,Peru,Vitoria de Guimaraes,Portugal
1161,2018,Peru,São Paulo,Brazil
1162,2018,Peru,Feyenoord,Netherlands
1163,2018,Peru,Portland Timbers,USA
1164,2018,Peru,Veracruz,Mexico
1165,2018,Peru,Orlando City SC,USA
1166,2018,Peru,Lobos BUAP,Mexico
1167,2018,Peru,Flamengo,Brazil
1168,2018,Peru,Lokomotiv Moscow,Russia
1169,2018,Peru,Morelia,Mexico
1170,2018,Peru,Watford,England
1171,2018,Peru,AaB,Denmark
1172,2018,Poland,Ipswich Town,England
1173,2018,Poland,Swansea City,Wales
1174,2018,Poland,Legia Warsaw,Poland
1175,2018,Poland,SPAL,Italy
1176,2018,Poland,Borussia Dortmund,Germany
1177,2018,Poland,Ludogorets Razgrad,Bulgaria
1178,2018,Poland,Sampdoria,Italy
1179,2018,Poland,Lokomotiv Moscow,Russia
1180,2018,Poland,VfL Wolfsburg,Germany
1181,2018,Poland,Lechia Gdansk,Poland
1182,2018,Poland,Gornik Zabrze,Poland
1183,2018,Poland,Anderlecht,Belgium
1184,2018,Poland,Sampdoria,Italy
1185,2018,Portugal,Lyon,France
1186,2014,Portugal,Sevilla,Spain
1186,2018,Portugal,Goztepe,Turkey
1187,2014,Portugal,Fenerbahce,Turkey
1187,2018,Portugal,Rangers,Scotland
1188,2018,Portugal,Dalian Yifang,China
1189,2018,Portugal,Porto,Portugal
1190,2018,Portugal,Napoli,Italy
1191,2018,Portugal,Southampton,England
1192,2018,Portugal,Lokomotiv Moscow,Russia
1193,2014,Portugal,Monaco,France
1193,2018,Portugal,Monaco,France
1194,2018,Portugal,Leicester City,England
1195,2018,Portugal,Valencia,Spain
1196,2018,Portugal,Sporting CP,Portugal
1197,2018,Portugal,Besiktas,Turkey
1198,2018,Russia,CSKA Moscow,Russia
1199,2018,Russia,Zenit Saint Petersburg,Russia
1200,2018,Russia,Club Brugge,Belgium
1201,2018,Russia,CSKA Moscow,Russia
1202,2018,Russia,Spartak Moscow,Russia
1203,2014,Russia,CSKA Moscow,Russia
1203,2018,Russia,CSKA Moscow,Russia
1204,2014,Russia,Terek Grozny,Russia
1204,2018,Russia,Akhmat Grozny,Russia
1205,2018,Russia,Rubin Kazan,Russia
1206,2014,Russia,Dynamo Moscow,Russia
1206,2018,Russia,Rubin Kazan,Russia
1207,2018,Russia,Zenit Saint Petersburg,Russia
1208,2018,Russia,Villarreal,Spain
1209,2018,Russia,Zenit Saint Petersburg,Russia
1210,2018,Russia,Krasnodar,Russia
1211,2014,Russia,CSKA Moscow,Russia
1211,2018,Russia,CSKA Moscow,Russia
1212,2018,Russia,Spartak Moscow,Russia
1213,2018,Russia,Lokomotiv Moscow,Russia
1214,2018,Russia,Lokomotiv Moscow,Russia
1215,2018,Russia,CSKA Moscow,Russia
1216,2014,Russia,Dynamo Moscow,Russia
1216,2018,Russia,Zenit Saint Petersburg,Russia
1217,2014,Russia,Lokomotiv Moscow,Russia
1217,2018,Russia,Spartak Moscow,Russia
1218,2018,Russia,Zenit Saint Petersburg,Russia
1219,2018,Russia,Krasnodar,Russia
1220,2018,Russia,Arsenal Tula,Russia
1221,2018,Saudi Arabia,Al Hilal,Saudi Arabia
1222,2018,Saudi Arabia,Al Ahli,Saudi Arabia
1223,2018,Saudi Arabia,Al Ahli,Saudi Arabia
1224,2018,Saudi Arabia,Al Hilal,Saudi Arabia
1225,2018,Saudi Arabia,Al Nassr,Saudi Arabia
1226,2018,Saudi Arabia,Al Ahli,Saudi Arabia
1227,2018,Saudi Arabia,Leganes,Spain
1228,2018,Saudi Arabia,Al Hilal,Saudi Arabia
1229,2018,Saudi Arabia,Al Shabab,Saudi Arabia
1230,2018,Saudi Arabia,Al Ahli,Saudi Arabia
1231,2018,Saudi Arabia,Al Ahli,Saudi Arabia
1232,2018,Saudi Arabia,Al Nassr,Saudi Arabia
1233,2018,Saudi Arabia,Levante,Spain
1234,2018,Saudi Arabia,Al Ahli,Saudi Arabia
1235,2018,Senegal,Rennes,France
1236,2018,Senegal,Horoya,Senegal
1237,2018,Senegal,Caen,France
1238,2018,Senegal,Anderlecht,Belgium
1239,2018,Senegal,Alanyaspor,Turkey
1240,2018,Senegal,Eupen,Belgium
1241,2018,Senegal,Hannover 96,Germany
1242,2018,Senegal,Birmingham City,England
1243,2018,Senegal,Wolverhampton,England
1244,2018,Senegal,Stoke City,England
1245,2018,Senegal,Bursaspor,Turkey
1246,2018,Senegal,Stoke City,England
1247,2018,Senegal,Liverpool,England
1248,2018,Senegal,Amiens,France
1249,2018,Senegal,Rennes,France
1250,2018,Senegal,Rennes,France
1251,2018,Senegal,Torino,Italy
1252,2018,Senegal,Monaco,France
1253,2018,Serbia,Partizan,Serbia
1254,2018,Serbia,Villarreal,Spain
1255,2018,Serbia,Besiktas,Turkey
1256,2018,Serbia,Anderlecht,Belgium
1257,2018,Serbia,Zenit Saint Petersburg,Russia
1258,2018,Serbia,Roma,Italy
1259,2018,Serbia,Red Star Belgrade,Serbia
1260,2018,Serbia,Crystal Palace,England
1261,2018,Serbia,Manchester United,England
1262,2018,Serbia,Torino,Italy
1263,2018,Serbia,PAOK,Greece
1264,2018,Serbia,Fulham,England
1265,2014,Spain,Manchester United,England
1265,2018,Spain,Manchester United,England
1266,2018,Spain,Athletic Bilbao,Spain
1267,2014,Spain,Napoli,Italy
1267,2018,Spain,Napoli,Italy
1268,2014,Spain,Barcelona,Spain
1268,2018,Spain,Barcelona,Spain
1269,2018,Spain,Real Madrid,Spain
1270,2018,Spain,Real Sociedad,Spain
1271,2014,Spain,Real Madrid,Spain
1271,2018,Spain,Real Madrid,Spain
1272,2018,Spain,Arsenal,England
1273,2014,Spain,Barcelona,Spain
1273,2018,Spain,Barcelona,Spain
1274,2018,Spain,Atletico Madrid,Spain
1275,2018,Spain,Bayern Munich,Germany
1276,2018,Spain,Real Madrid,Spain
1277,2018,Spain,Valencia,Spain
1278,2018,Spain,Real Madrid,Spain
1279,2018,Spain,Celta de Vigo,Spain
1280,2014,Spain,Atletico Madrid,Spain
1280,2018,Spain,Atletico Madrid,Spain
1281,2014,Spain,Manchester City,England
1281,2018,Spain,Manchester City,England
1282,2018,Sweden,Copenhagen,Denmark
1283,2018,Sweden,Guingamp,France
1284,2018,Sweden,Swansea City,Wales
1285,2018,Sweden,Celtic,Scotland
1286,2018,Sweden,anchester United,England
1287,2018,Sweden,Krasnodar,Russia
1288,2018,Sweden,Swansea City,Wales
1289,2018,Sweden,Werder Bremen,Germany
1290,2018,Sweden,Bologna,Italy
1291,2018,Sweden,Bologna,Italy
1292,2018,Sweden,Leeds United,England
1293,2018,Sweden,Hull City,England
1294,2018,Sweden,Hamburger SV,Germany
1295,2018,Sweden,RB Leipzig,Germany
1296,2018,Sweden,Seattle Sounders FC,USA
1297,2018,Sweden,Genoa,Italy
1298,2018,Sweden,Krasnodar,Russia
1299,2018,Sweden,Crotone,Italy
1300,2018,Sweden,Toulouse,France
1301,2018,Sweden,Al Ain,United Arab Emirates
1302,2018,Sweden,Alaves,Spain
1303,2018,Sweden,Toulouse,France
1304,2018,Sweden,Waasland-Beveren,Belgium
1305,2018,Switzerland,RB Leipzig,Germany
1306,2014,Switzerland,Grasshopper,Switzerland
1306,2018,Switzerland,Borussia Dortmund,Germany
1307,2014,Switzerland,Juventus,Italy
1307,2018,Switzerland,Juventus,Italy
1308,2018,Switzerland,Toulouse,France
1309,2014,Switzerland,Grasshopper,Switzerland
1309,2018,Switzerland,Basel,Switzerland
1310,2014,Switzerland,Hamburger SV,Germany
1310,2018,Switzerland,Antalyaspor,Turkey
1311,2014,Switzerland,Napoli,Italy
1311,2018,Switzerland,Udinese,Italy
1312,2018,Switzerland,1899 Hoffenheim,Germany
1313,2014,Switzerland,Napoli,Italy
1313,2018,Switzerland,Bologna,Italy
1314,2014,Switzerland,SC Freiburg,Germany
1314,2018,Switzerland,Eintracht Frankfurt,Germany
1315,2014,Switzerland,Zurich,Switzerland
1315,2018,Switzerland,Dinamo Zagreb,Croatia
1316,2014,Switzerland,1. FC Nürnberg,Germany
1316,2018,Switzerland,Borussia Monchengladbach,Germany
1317,2018,Tunisia,Al Shabab,Saudi Arabia
1318,2018,Tunisia,Al Batin,Saudi Arabia
1319,2018,Tunisia,Kasimpasa,Turkey
1320,2018,Tunisia,Leicester City,England
1321,2018,Tunisia,Dijon,France
1322,2018,Tunisia,Étoile du Sahel,Tunisia
1323,2018,Tunisia,Zamalek,Egypt
1324,2018,Tunisia,Espérance de Tunis,Tunisia
1325,2018,Tunisia,Al Ahli,Saudi Arabia
1326,2018,Tunisia,Troyes,France
1327,2018,Tunisia,Al-Ettifaq,Saudi Arabia
1328,2018,Tunisia,Club Africain,Tunisia
1329,2018,Tunisia,Nice,France
1330,2018,Tunisia,Club Africain,Tunisia
1331,2018,Tunisia,Dijon,France
1332,2018,Uruguay,Independiente,Argentina
1333,2018,Uruguay,Vasco da Gama,Brazil
1334,2014,Spain,Barcelona,Spain
1335,2018,Uruguay,Independiente,Argentina
1336,2014,Uruguay,Benfica,Portugal
1336,2018,Uruguay,Porto,Portugal
1337,2018,Uruguay,Monterrey,Mexico
1338,2014,Uruguay,Atletico Madrid,Spain
1338,2018,Uruguay,Peñarol,Uruguay
1339,2018,Uruguay,Boca Juniors,Argentina
1340,2018,Uruguay,Genoa,Italy
1341,2014,Uruguay,Espanyol,Spain
1341,2018,Uruguay,Girona,Spain
1342,2018,Uruguay,Monterrey,Mexico
1343,2014,Algeria, USM Alger,Algeria
1344,2010,Algeria, Slavia Sofia,Bulgaria
1344,2014,Algeria, CSKA Sofia,Bulgaria
1345,2014,Algeria, Lekhwiya,Qatar
1346,2014,Algeria, Napoli,Italy
1347,2014,Algeria, Watford,England
1348,2010,Algeria, Nacional Madeira,Portugal
1348,2014,Algeria, Academica de Coimbra,Portugal
1349,2010,Algeria, Lecce,Italy
1349,2014,Algeria, Livorno,Italy
1350,2010,Algeria, Ajaccio,France
1350,2014,Algeria, Valenciennes,France
1351,2014,Algeria, Mallorca,Spain
1352,2014,Algeria, Reims,France
1353,2010,Algeria, Portsmouth,England
1353,2014,Algeria, Udinese,Italy
1354,2010,Algeria, Racing de Santander,Spain
1354,2014,Algeria, Getafe,Spain
1355,2014,Algeria, Valencia,Spain
1356,2014,Algeria,Granada,Spain
1357,2014,Algeria, Tottenham,England
1358,2014,Algeria, Club Africain,Tunisia
1359,2014,Algeria, Internazionale,Italy
1360,2014,Algeria, Leicester City,England
1361,2014,Algeria, Ajaccio,France
1362,2014,Algeria, Porto,Portugal
1363,2014,Algeria, Sporting CP,Portugal
1364,2014,Algeria, Dinamo Zagreb,Croatia
1365,2010,Argentina, AZ,Netherlands
1365,2014,Argentina, Monaco,France
1366,2014,Argentina, Boca Juniors,Argentina
1367,2010,Argentina, Catania,Italy
1367,2014,Argentina, Catania,Italy
1368,2014,Argentina, Benfica,Portugal
1369,2014,Argentina, Internazionale,Italy
1370,2014,Argentina, Manchester City,England
1371,2010,Argentina, Bayern Munich,Germany
1371,2014,Argentina, Manchester City,England
1372,2014,Argentina, Napoli,Italy
1373,2014,Argentina, Monterrey,Mexico
1374,2014,Argentina, Boca Juniors,Argentina
1375,2014,Argentina, Liverpool,England
1375,2014,Argentina, Newell's Old Boys,Argentina
1376,2014,Argentina, Celta de Vigo,Spain
1377,2014,Argentina, Internazionale,Italy
1378,2014,Argentina, Internazionale,Italy
1379,2014,Argentina, PSG,France
1380,2014,Australia, Borussia Dortmund,Germany
1381,2010,Australia, Adelaide United,Australia
1381,2014,Australia, Adelaide United,Australia
1382,2014,Australia, Brisbane Roar,Australia
1383,2014,Australia, Heracles Almelo,Netherlands
1384,2014,Australia, Western Sydney Wanderers,Australia
1385,2014,Australia, Shandong Luneng Taishan,China
1386,2014,Australia, Jeonbuk Hyundai Motors,South Korea
1387,2014,Australia, Fortuna Düsseldorf,Germany
1388,2014,Australia, Utrecht,Netherlands
1389,2014,Australia, Luzern,Switzerland
1390,2014,Australia, Melbourne Victory,Australia
1391,2014,Australia, Austria Wien,Austria
1392,2014,Australia, Brisbane Roar,Australia
1393,2010,Australia, MSV Duisburg,Germany
1393,2014,Australia, Sion,Switzerland
1394,2014,Australia, Palermo,Italy
1394,2014,Australia, Al-Gharafa,Qatar
1395,2014,Australia, Newcastle Jets,Australia
1396,2014,Belgium, Zulte Waregem,Belgium
1397,2014,Belgium, Bayern Munich,Germany
1398,2014,Belgium, Zenit Saint Petersburg,Russia
1399,2014,Belgium, Anderlecht,Belgium
1400,2014,Belgium, Standard Liege,Belgium
1401,2014,Belgium, Everton,England
1402,2014,Belgium, Porto,Portugal
1403,2014,Belgium, Lille,France
1404,2014,Bosnia and Herzegovina, Stoke City,England
1405,2014,Bosnia and Herzegovina, VfR Aalen,Germany
1406,2014,Bosnia and Herzegovina, Borac Banja Luka,Bosnia and Herzegovina
1407,2014,Bosnia and Herzegovina, Hajduk Split,Croatia
1408,2014,Bosnia and Herzegovina, Eintracht Braunschweig,Germany
1409,2014,Bosnia and Herzegovina, Bayer Leverkusen,Germany
1410,2014,Bosnia and Herzegovina, Schalke 04,Germany
1411,2014,Bosnia and Herzegovina, Elazigspor,Turkey
1412,2014,Bosnia and Herzegovina, Ferencvaros,Hungary
1413,2014,Bosnia and Herzegovina, SC Freiburg,Germany
1414,2014,Bosnia and Herzegovina, Zorya Luhansk,Ukraine
1415,2014,Bosnia and Herzegovina, Roma,Italy
1416,2014,Bosnia and Herzegovina, Guizhou Renhe,China
1417,2014,Bosnia and Herzegovina, Hajduk Split,Croatia
1418,2014,Bosnia and Herzegovina, Lazio,Italy
1419,2014,Bosnia and Herzegovina, Kayseri Erciyesspor,Turkey
1420,2014,Bosnia and Herzegovina, Gaziantepspor,Turkey
1421,2014,Bosnia and Herzegovina, Galatasaray,Turkey
1422,2014,Bosnia and Herzegovina, Sturm Graz,Austria
1423,2014,Bosnia and Herzegovina, 1899 Hoffenheim,Germany
1424,2014,Bosnia and Herzegovina, VfB Stuttgart,Germany
1425,2014,Bosnia and Herzegovina, Manchester City,England
1426,2014,Bosnia and Herzegovina, Istanbul Basaksehir,Turkey
1427,2014,Brazil, Botafogo,Brazil
1428,2010,Brazil, Internazionale,Italy
1428,2014,Brazil, Toronto FC,Canada
1429,2014,Brazil, Atletico Mineiro,Brazil
1430,2014,Brazil, Chelsea,England
1431,2014,Brazil, Real Madrid,Spain
1432,2014,Brazil, Bayern Munich,Germany
1433,2014,Brazil, PSG,France
1434,2014,Brazil, Napoli,Italy
1435,2010,Brazil, Internazionale,Italy
1435,2014,Brazil, Roma,Italy
1436,2014,Brazil, Chelsea,England
1437,2010,Brazil, Benfica,Portugal
1437,2014,Brazil, Chelsea,England
1438,2014,Brazil, VfL Wolfsburg,Germany
1439,2014,Brazil, Internazionale,Italy
1440,2014,Brazil, Zenit Saint Petersburg,Russia
1441,2014,Brazil, Shakhtar Donetsk,Ukraine
1442,2014,Brazil, Atletico Mineiro,Brazil
1443,2014,Cameroon, Coton Sport,Cameroon
1444,2014,Cameroon, Konyaspor,Turkey
1445,2014,Cameroon, Fethiyespor,Turkey
1446,2010,Cameroon, Tottenham,England
1446,2014,Cameroon, Queens Park Rangers,England
1447,2014,Cameroon, Marseille,France
1448,2014,Cameroon, Coton Sport,Cameroon
1449,2014,Cameroon, Besiktas,Turkey
1450,2014,Cameroon, Lyon,France
1451,2010,Cameroon, Lille,France
1451,2014,Cameroon, Galatasaray,Turkey
1452,2014,Cameroon, Granada,Spain
1453,2010,Cameroon, Arsenal,England
1453,2014,Cameroon, Barcelona,Spain
1454,2010,Cameroon, Celtic,Scotland
1454,2014,Cameroon, Bordeaux,France
1455,2010,Cameroon, Lyon,France
1455,2014,Cameroon, Rennes,France
1456,2014,Cameroon, Sevilla,Spain
1457,2014,Cameroon, Antalyaspor,Turkey
1458,2014,Cameroon, Lens,France
1459,2010,Cameroon, Schalke 04,Germany
1459,2014,Cameroon, Schalke 04,Germany
1460,2014,Cameroon, Nancy,France
1461,2010,Cameroon, Internazionale,Italy
1461,2014,Cameroon, Chelsea,England
1462,2010,Cameroon, Mallorca,Spain
1462,2014,Cameroon, Fenerbahce,Turkey
1463,2014,Cameroon, Zulte Waregem,Belgium
1464,2010,Chile, Real Sociedad,Spain
1464,2014,Chile, Real Sociedad,Spain
1465,2014,Chile, Universidad Catolica,Chile
1466,2014,Chile, Universidad de Chile,Chile
1467,2014,Chile, Santos,Brazil
1468,2014,Chile, Malmo,Sweden
1469,2014,Chile, Universidad de Chile,Chile
1470,2010,Chile, Boca Juniors,Argentina
1470,2014,Chile, Cardiff City,Wales
1471,2010,Chile, West Bromwich,England
1471,2014,Chile, Nottingham Forest,England
1472,2010,Chile, Udinese,Italy
1472,2014,Chile, Juventus,Italy
1473,2014,Chile, Osasuna,Spain
1474,2010,Chile, Reggina,Italy
1474,2014,Chile, Atalanta,Italy
1475,2010,Chile, Bayer Leverkusen,Germany
1475,2014,Chile, Juventus,Italy
1476,2010,Chile, Al Ain,United Arab Emirates
1476,2014,Chile, Palmeiras,Brazil
1477,2010,Chile, Xerez,Spain
1477,2014,Chile, Celta de Vigo,Spain
1478,2010,Chile, America,Mexico
1478,2014,Chile, Wigan Athletic,England
1479,2014,Chile, Twente,Netherlands
1480,2014,Chile, Colo-Colo,Chile
1481,2014,Chile, Internacional,Brazil
1482,2014,Chile, Basel,Switzerland
1483,2014,Chile, Udinese,Italy
1483,2014,Chile, Barcelona,Spain
1484,2014,Chile, Cagliari,Italy
1485,2014,Chile, Valencia,Spain
1486,2010,Chile, Colo-Colo,Chile
1486,2014,Chile, Colo-Colo,Chile
1487,2014,Colombia, Deportivo Cali,Colombia
1488,2014,Colombia, Atalanta,Italy
