team_id,team_name,group,coach
1,Brazil,1,Flavio Costa
2,Mexico,1,Octavio Vial
3,Yugoslavia,1,Milorad Arsenijevic
4,Switzerland,1,Franco Andreoli
5,England,2,Walter Winterbottom
6,Spain,2,Guillermo Eizaguirre
7,Chile,2,Alberto Buccicardi
8,United States,2,William Jeffrey
9,Sweden,3,George Raynor
10,Italy,3,Ferruccio Novo
11,Paraguay,3,Manuel Fleitas Solich
12,Uruguay,4,Juan Lopez
13,Bolivia,4,Mario Pretto
