group,team,matches_played,wins,draws,losses,goals_for,goals_against,goal_difference,points
1,Argentina,3,3,0,0,10,4,6,6
1,Chile,3,2,0,1,5,3,2,4
1,France,3,1,0,2,4,3,1,2
1,Mexico,3,0,0,3,4,13,-9,0
2,Yugoslavia,2,2,0,0,6,1,5,4
2,Brazil,2,1,0,1,5,2,3,2
2,Bolivia,2,0,0,2,0,8,-8,0
3,Uruguay,2,2,0,0,5,0,5,4
3,Romania,2,1,0,1,3,5,-2,2
3,Peru,2,0,0,2,1,4,-3,0
4,United States,2,2,0,0,6,0,6,4
4,Paraguay,2,1,0,1,1,3,-2,2
4,Belgium,2,0,0,2,0,4,-4,0
