team_id,team_name,group,coach
1,Argentina,1,Francisco Olazar and Juan Jose Tramutola
2,Chile,1,Gyorgy Orth
3,France,1,Raoul Caudron
4,Mexico,1,Juan Luque de Serrallonga
5,Bolivia,2,Ulises Saucedo
6,Brazil,2,Pindaro
7,Yugoslavia,2,Bosko Simonovic
8,Peru,3,Francisco Bru
9,Romania,3,Constantin Radulescu
10,Uruguay,3,Alberto Suppici
11,Belgium,4,Hector Goetinck
12,Paraguay,4,Jose Durand Laguna
13,United States,4,Robert Millar
