team_id,team_name,group,coach
1,Belgium,,Jack Butler
2,Brazil,,Adhemar Pimenta
3,Cuba,,Jose Tapia
4,Czechoslovakia,,Josef Meissner
5,Dutch East Indies,,Johan Mastenbroek
6,France,,Gaston Barreau
7,Germany,,Sepp Herberger
8,Hungary,,Karoly Dietz
9,Italy,,Vittorio Pozzo
10,Netherlands,,Bob Glendenning
11,Norway,,Asbjorn Halvosen
12,Poland,,Jozef Kaluza
13,Romania,,Alexandru Savulescu and Costel Rasulescu
14,Sweden,,Jozsef Nagy
15,Switzerland,,Karl Rappan
