team_id,team_name,group,coach
1,Argentina,,Felipe Pascucci
2,Austria,,Hugo Melsi
3,Belgium,,Hector Goetinck
4,Brazil,,Luiz Vinhaes
5,Czechoslovakia,,Karel Petru
6,Egypt,,James McCrae
7,France,,George Kimpton
8,Germany,,Otto Nerz
9,Hungary,,Odon Nadas
10,Italy,,Vittorio Pozzo
11,Netherlands,,Bob Glendenning
12,Romania,,Josef Uridil and Costel Radulescu
13,Spain,,Amadeo Garcia
14,Sweden,,Jozsef Nagy
15,Switzerland,,Heinrich Muller
16,United States,,David Gould
